employee_id,country,performance_score
ANON_76X90X48X48X48X48X52X48X56X52X51X,France,4.0
ANON_76X90X48X48X48X48X52X48X56X52X55X,France,3.0
ANON_76X90X48X48X48X48X52X48X56X53X55X,France,4.0
ANON_76X90X48X48X48X48X52X48X56X54X56X,France,3.0
ANON_76X90X48X48X48X48X52X48X57X49X52X,France,4.0
ANON_76X90X48X48X48X48X52X48X57X51X55X,France,3.0
ANON_76X90X48X48X48X48X52X49X50X50X52X,France,4.0
ANON_76X90X48X48X48X48X52X49X50X51X53X,France,3.0
ANON_76X90X48X48X48X48X52X49X50X54X48X,France,4.0
ANON_76X90X48X48X48X48X52X49X50X54X51X,France,3.0
ANON_76X90X48X48X48X48X52X49X50X54X57X,France,4.0
ANON_76X90X48X48X48X48X52X49X50X55X51X,France,4.0
ANON_76X90X48X48X48X48X52X49X50X56X51X,France,3.0
ANON_76X90X48X48X48X48X52X49X51X50X49X,France,4.0
ANON_76X90X48X48X48X48X52X49X51X50X52X,France,3.0
ANON_76X90X48X48X48X48X52X49X51X50X57X,France,3.0
ANON_76X90X48X48X48X48X52X49X51X51X51X,France,3.0
ANON_76X90X48X48X48X48X52X49X51X51X56X,France,4.0
ANON_76X90X48X48X48X48X52X49X51X52X55X,France,3.0
ANON_76X90X48X48X48X48X52X49X51X53X52X,France,3.0
ANON_76X90X48X48X48X50X48X48X48X54X55X,France,3.0
ANON_76X90X48X48X48X50X48X48X50X50X57X,France,4.0
ANON_76X90X48X48X48X50X48X48X52X50X48X,France,3.0
ANON_76X90X48X48X48X50X48X48X52X53X57X,France,4.0
ANON_76X90X48X48X48X50X48X48X52X56X49X,France,4.0
ANON_76X90X48X48X48X50X48X48X52X56X55X,Luxembourg,4.0
ANON_76X90X48X48X48X50X48X48X52X56X56X,France,3.0
ANON_76X90X48X48X48X50X48X48X52X57X53X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X49X48X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X49X49X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X52X52X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X52X54X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X52X55X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X53X56X,France,4.0
ANON_76X90X48X48X48X50X48X48X53X54X57X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X56X50X,France,3.0
ANON_76X90X48X48X48X50X48X48X53X57X48X,France,5.0
ANON_76X90X48X48X48X50X48X48X53X57X49X,France,4.0
ANON_76X90X48X48X48X50X48X48X53X57X56X,France,4.0
ANON_76X90X48X48X48X50X48X48X54X50X54X,France,3.0
ANON_76X90X48X48X48X50X48X48X54X52X49X,France,3.0
ANON_76X90X48X48X48X50X48X48X54X52X53X,France,4.0
ANON_76X90X48X48X48X50X48X48X54X52X57X,France,4.0
ANON_76X90X48X48X48X50X48X48X54X53X48X,France,4.0
ANON_76X90X48X48X48X50X48X48X54X56X49X,France,4.0
ANON_76X90X48X48X48X50X48X48X54X57X52X,France,3.0
ANON_76X90X48X48X48X50X48X48X54X57X54X,France,4.0
ANON_76X90X48X48X48X50X48X48X54X57X55X,France,2.0
ANON_76X90X48X48X48X50X48X48X55X49X50X,France,3.0
ANON_76X90X48X48X48X50X48X48X55X49X51X,France,2.0
ANON_76X90X48X48X48X50X48X48X55X52X57X,France,3.0
ANON_76X90X48X48X48X50X48X48X55X57X55X,France,4.0
ANON_76X90X48X48X48X51X48X48X48X48X54X,France,1.0
ANON_76X90X48X48X48X51X48X48X48X49X52X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X50X54X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X50X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X51X51X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X51X54X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X53X48X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X53X55X,France,4.0
ANON_76X90X48X48X48X51X48X48X48X54X56X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X55X56X,France,3.0
ANON_76X90X48X48X48X51X48X48X48X56X50X,France,4.0
ANON_76X90X48X48X48X51X48X48X48X56X51X,France,4.0
ANON_76X90X48X48X48X51X48X48X49X48X51X,France,4.0
ANON_76X90X48X48X48X51X48X48X49X48X55X,France,3.0
ANON_76X90X48X48X48X51X48X48X49X48X56X,France,3.0
ANON_76X90X48X48X48X51X48X48X49X52X51X,France,4.0
ANON_76X90X48X48X48X51X48X48X49X52X55X,France,5.0
ANON_76X90X48X48X48X51X48X48X49X54X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X49X57X53X,France,3.0
ANON_76X90X48X48X48X51X48X48X49X57X55X,France,3.0
ANON_76X90X48X48X48X51X48X48X50X50X57X,France,5.0
ANON_76X90X48X48X48X51X48X48X50X54X50X,France,4.0
ANON_76X90X48X48X48X51X48X48X50X56X54X,France,3.0
ANON_76X90X48X48X48X51X48X48X51X51X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X51X52X56X,France,4.0
ANON_76X90X48X48X48X51X48X48X51X54X54X,France,3.0
ANON_76X90X48X48X48X51X48X48X51X55X57X,France,4.0
ANON_76X90X48X48X48X51X48X48X51X57X48X,France,4.0
ANON_76X90X48X48X48X51X48X48X52X51X49X,France,4.0
ANON_76X90X48X48X48X51X48X48X52X51X51X,France,3.0
ANON_76X90X48X48X48X51X48X48X52X52X49X,France,4.0
ANON_76X90X48X48X48X51X48X48X52X52X53X,France,3.0
ANON_76X90X48X48X48X51X48X48X52X57X48X,France,4.0
ANON_76X90X48X48X48X51X48X48X52X57X49X,France,4.0
ANON_76X90X48X48X48X51X48X48X52X57X50X,France,4.0
ANON_76X90X48X48X48X51X48X48X53X48X52X,France,3.0
ANON_76X90X48X48X48X51X48X48X53X48X53X,France,4.0
ANON_76X90X48X48X48X51X48X48X53X49X50X,France,4.0
ANON_76X90X48X48X48X51X48X48X53X49X57X,France,2.0
ANON_76X90X48X48X48X51X48X48X53X52X49X,France,3.0
ANON_76X90X48X48X48X51X48X48X53X54X56X,France,4.0
ANON_76X90X48X48X48X51X48X48X53X57X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X54X52X52X,France,4.0
ANON_76X90X48X48X48X51X48X48X54X53X49X,France,4.0
ANON_76X90X48X48X48X51X48X48X55X49X53X,France,3.0
ANON_76X90X48X48X48X51X48X48X55X50X56X,France,4.0
ANON_76X90X48X48X48X51X48X48X55X51X57X,France,2.0
ANON_76X90X48X48X48X51X48X48X55X53X53X,France,4.0
ANON_76X90X48X48X48X51X48X48X55X56X50X,France,3.0
ANON_76X90X48X48X48X51X48X48X55X56X51X,France,3.0
ANON_76X90X48X48X48X51X48X48X55X56X52X,France,4.0
ANON_76X90X48X48X48X51X48X48X55X56X53X,France,3.0
ANON_76X90X48X48X48X51X48X48X55X56X54X,France,4.0
ANON_76X90X48X48X48X51X48X48X55X57X49X,France,3.0
ANON_76X90X48X48X48X51X48X48X55X57X55X,France,4.0
ANON_76X90X48X48X48X51X48X48X55X57X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X48X55X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X48X56X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X49X48X,France,5.0
ANON_76X90X48X48X48X51X48X48X56X49X49X,France,4.0
ANON_76X90X48X48X48X51X48X48X56X49X50X,France,4.0
ANON_76X90X48X48X48X51X48X48X56X49X51X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X49X52X,Luxembourg,4.0
ANON_76X90X48X48X48X51X48X48X56X49X53X,France,4.0
ANON_76X90X48X48X48X51X48X48X56X49X55X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X50X48X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X50X51X,France,4.0
ANON_76X90X48X48X48X51X48X48X56X51X54X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X51X55X,France,4.0
ANON_76X90X48X48X48X51X48X48X56X51X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X52X49X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X52X54X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X52X55X,France,4.0
ANON_76X90X48X48X48X51X48X48X56X52X57X,France,3.0
ANON_76X90X48X48X48X51X48X48X56X57X50X,France,3.0
ANON_76X90X48X48X48X51X48X48X57X48X50X,France,3.0
ANON_76X90X48X48X48X51X48X48X57X50X49X,France,3.0
ANON_76X90X48X48X48X51X48X49X48X55X52X,France,4.0
ANON_76X90X48X48X48X51X48X49X48X57X51X,France,4.0
ANON_76X90X48X48X48X51X48X49X48X57X57X,France,3.0
ANON_76X90X48X48X48X51X48X49X49X48X50X,France,3.0
ANON_76X90X48X48X48X51X48X49X49X51X55X,France,2.0
ANON_76X90X48X48X48X51X48X49X50X50X52X,France,4.0
ANON_76X90X48X48X48X51X48X49X51X52X48X,France,3.0
ANON_76X90X48X48X48X51X48X49X51X55X56X,France,3.0
ANON_76X90X48X48X48X51X48X49X51X57X51X,France,3.0
ANON_76X90X48X48X48X51X48X49X52X50X53X,France,4.0
ANON_76X90X48X48X48X51X48X49X53X49X52X,France,4.0
ANON_76X90X48X48X48X51X48X49X53X50X54X,France,3.0
ANON_76X90X48X48X48X51X48X49X53X51X51X,France,4.0
ANON_76X90X48X48X48X51X48X49X53X54X56X,France,3.0
ANON_76X90X48X48X48X51X48X49X55X51X49X,France,4.0
ANON_76X90X48X48X48X51X48X49X55X52X55X,France,4.0
ANON_76X90X48X48X48X51X48X49X55X56X51X,France,4.0
ANON_76X90X48X48X48X51X48X49X56X52X56X,France,3.0
ANON_76X90X48X48X48X51X48X49X56X53X49X,France,4.0
ANON_76X90X48X48X57X48X49X56X50X57X49X,Luxembourg,3.0
ANON_76X90X48X48X57X48X49X56X51X54X50X,France,4.0
ANON_76X90X48X48X57X48X49X56X52X48X53X,France,4.0
ANON_76X90X48X48X57X48X49X56X52X48X55X,France,3.0
ANON_76X90X48X48X57X48X49X56X52X48X56X,France,3.0
ANON_76X90X48X48X57X48X49X56X52X48X57X,France,3.0
ANON_76X90X48X48X57X48X49X56X52X49X54X,France,3.0
ANON_76X90X48X48X57X48X49X56X52X51X48X,France,3.0
ANON_76X90X48X48X57X48X49X56X52X52X51X,France,3.0
ANON_76X90X48X48X57X48X49X56X52X55X55X,France,4.0
ANON_76X90X48X48X57X48X49X56X53X50X54X,France,4.0
ANON_76X90X48X48X57X48X49X56X54X49X51X,France,4.0
ANON_76X90X48X48X57X48X54X52X56X50X57X,France,3.0
ANON_76X90X48X48X57X48X54X52X56X55X56X,France,2.0
ANON_76X90X48X48X57X48X55X54X49X49X54X,France,3.0
ANON_76X90X48X48X57X48X55X54X49X55X53X,France,3.0
ANON_76X90X48X48X57X48X55X54X50X52X50X,France,4.0
ANON_76X90X48X48X57X48X55X54X50X54X53X,France,4.0
ANON_76X90X48X48X57X48X55X54X52X48X56X,France,3.0
ANON_76X90X48X48X57X48X55X54X52X55X48X,France,3.0
ANON_76X90X48X48X57X48X55X54X52X55X50X,France,4.0
ANON_76X90X48X48X57X48X55X54X52X57X57X,France,4.0
ANON_76X90X48X48X57X48X55X54X54X53X56X,France,4.0
ANON_76X90X48X48X57X48X55X54X54X54X50X,France,3.0
ANON_76X90X48X48X57X48X55X55X48X49X48X,France,3.0
ANON_76X90X48X48X57X48X55X55X48X54X51X,France,3.0
ANON_76X90X48X48X57X48X55X55X48X57X50X,France,3.0
ANON_76X90X48X48X57X48X55X55X52X51X49X,France,4.0
ANON_76X90X48X48X57X48X55X55X53X51X51X,France,5.0
ANON_76X90X48X48X57X48X55X55X53X52X56X,France,3.0
ANON_76X90X48X48X57X48X55X55X54X51X57X,France,3.0
ANON_76X90X48X48X57X49X48X49X52X56X49X,France,3.0
ANON_76X90X48X48X57X49X48X49X53X52X50X,France,4.0
ANON_76X90X48X48X57X49X48X49X53X52X57X,France,3.0
ANON_76X90X48X48X57X49X48X49X54X55X55X,France,3.0
ANON_76X90X48X48X57X49X48X49X54X56X50X,France,4.0
ANON_76X90X48X48X57X49X49X48X48X53X50X,France,3.0
ANON_76X90X48X48X57X49X49X48X51X52X53X,France,3.0
ANON_76X90X48X48X57X49X49X48X57X51X49X,France,3.0
ANON_76X90X48X48X57X49X49X49X48X56X51X,France,3.0
ANON_76X90X48X48X57X49X49X49X49X54X56X,France,3.0
ANON_76X90X48X48X57X49X49X49X52X52X49X,France,4.0
ANON_76X90X48X48X57X49X49X49X53X56X55X,France,3.0
ANON_76X90X48X48X57X49X49X49X54X49X57X,France,3.0
ANON_76X90X48X48X57X49X49X49X54X57X54X,France,3.0
ANON_76X90X48X48X57X49X49X49X55X48X48X,France,4.0
ANON_76X90X48X48X57X49X49X49X55X51X54X,France,2.0
ANON_76X90X48X48X57X49X49X49X55X54X52X,France,2.0
ANON_76X90X48X48X57X49X49X49X55X54X55X,France,3.0
ANON_76X90X48X48X57X49X49X49X55X55X50X,France,4.0
ANON_76X90X48X48X57X49X49X49X56X53X53X,France,4.0
ANON_76X90X48X48X57X49X49X49X57X53X55X,France,5.0
ANON_76X90X48X48X57X49X49X50X48X53X50X,France,4.0
ANON_76X90X48X48X57X49X49X50X48X54X55X,France,3.0
ANON_76X90X48X48X57X49X49X50X49X50X56X,France,3.0
ANON_76X90X48X48X57X49X49X50X50X53X53X,France,3.0
ANON_76X90X48X48X57X49X49X50X52X57X54X,France,3.0
ANON_76X90X48X48X57X49X49X50X57X54X55X,France,4.0
ANON_76X90X48X48X57X49X49X51X48X51X56X,France,2.0
ANON_76X90X48X48X57X49X49X51X49X48X49X,France,4.0
ANON_76X90X48X48X57X49X49X51X49X49X52X,France,3.0
ANON_76X90X48X48X57X49X49X51X51X54X49X,France,3.0
ANON_76X90X48X48X57X49X49X51X51X56X53X,France,3.0
ANON_76X90X48X48X57X49X49X51X53X50X56X,France,4.0
ANON_76X90X48X48X57X49X49X51X55X52X51X,France,5.0
ANON_76X90X48X48X57X49X49X51X57X52X57X,France,4.0
ANON_76X90X48X48X57X49X49X51X57X54X48X,France,4.0
ANON_76X90X48X48X57X49X49X52X49X52X53X,France,2.0
ANON_76X90X48X48X57X49X49X52X50X56X51X,France,3.0
ANON_76X90X48X48X57X49X49X52X50X57X53X,France,4.0
ANON_76X90X48X48X57X49X49X52X50X57X57X,France,3.0
ANON_76X90X48X48X57X49X49X52X51X48X52X,France,4.0
ANON_76X90X48X48X57X49X49X52X52X49X56X,France,4.0
ANON_76X90X48X48X57X49X49X52X52X50X56X,France,5.0
ANON_76X90X48X48X57X49X49X52X53X50X55X,France,3.0
ANON_76X90X48X48X57X49X49X52X54X50X55X,France,4.0
ANON_76X90X48X48X57X49X49X52X55X48X53X,France,4.0
ANON_76X90X48X48X57X49X49X52X56X55X55X,France,3.0
ANON_76X90X48X48X57X49X49X52X57X49X55X,France,3.0
ANON_76X90X48X48X57X49X49X53X48X48X57X,France,4.0
ANON_76X90X48X48X57X49X49X53X48X49X49X,France,4.0
ANON_76X90X48X48X57X49X49X53X48X49X53X,France,3.0
ANON_76X90X48X48X57X49X49X53X51X57X53X,France,3.0
ANON_76X90X48X48X57X49X49X53X51X57X55X,France,3.0
ANON_76X90X48X48X57X49X49X53X52X53X48X,France,4.0
ANON_76X90X48X48X57X49X49X53X57X56X51X,France,4.0
ANON_76X90X48X48X57X49X49X53X57X57X53X,France,4.0
ANON_76X90X48X48X57X49X49X53X57X57X55X,France,4.0
ANON_76X90X48X48X57X49X49X53X57X57X56X,France,3.0
ANON_76X90X48X48X57X49X49X54X51X48X51X,France,4.0
ANON_76X90X48X48X57X49X49X54X52X56X54X,France,3.0
ANON_76X90X48X48X57X49X49X54X53X53X52X,France,4.0
ANON_76X90X48X48X57X49X49X54X53X53X55X,France,3.0
ANON_76X90X48X48X57X49X49X54X53X53X57X,France,3.0
ANON_76X90X48X48X57X49X49X54X53X54X49X,France,3.0
ANON_76X90X48X48X57X49X49X54X53X54X55X,France,4.0
ANON_76X90X48X48X57X49X49X54X53X54X56X,France,2.0
ANON_76X90X48X48X57X49X49X54X53X54X57X,France,3.0
ANON_76X90X48X48X57X49X49X54X53X56X53X,France,4.0
ANON_76X90X48X48X57X49X49X54X56X53X55X,France,4.0
ANON_76X90X48X48X57X49X49X54X56X55X48X,France,3.0
ANON_76X90X48X48X57X49X49X55X48X50X48X,France,3.0
ANON_76X90X48X48X57X49X49X55X48X54X55X,France,4.0
ANON_76X90X48X48X57X49X49X55X49X48X48X,Luxembourg,3.0
ANON_76X90X48X48X57X49X49X55X49X56X57X,France,4.0
ANON_76X90X48X48X57X49X49X55X49X57X57X,France,3.0
ANON_76X90X48X48X57X49X49X55X50X54X48X,France,4.0
ANON_76X90X48X48X57X49X49X55X50X57X50X,France,3.0
ANON_76X90X48X48X57X49X49X55X51X55X56X,France,4.0
ANON_76X90X48X48X57X49X49X55X52X51X56X,France,3.0
ANON_76X90X48X48X57X49X49X55X52X55X53X,France,5.0
ANON_76X90X48X48X57X49X49X55X53X53X50X,Luxembourg,3.0
ANON_76X90X48X48X57X49X49X55X53X56X57X,France,3.0
ANON_76X90X48X48X57X49X49X55X54X48X50X,France,3.0
ANON_76X90X48X48X57X49X49X55X55X56X53X,France,4.0
ANON_76X90X48X48X57X49X49X55X56X50X57X,France,3.0
ANON_76X90X48X48X57X49X49X55X56X52X57X,France,3.0
ANON_76X90X48X48X57X49X49X55X56X53X55X,France,4.0
ANON_76X90X48X48X57X49X49X56X50X51X55X,France,4.0
ANON_76X90X48X48X57X49X49X56X50X52X54X,France,3.0
ANON_76X90X48X48X57X49X49X56X51X57X51X,France,3.0
ANON_76X90X48X48X57X49X49X56X53X55X52X,France,3.0
ANON_76X90X48X48X57X49X49X56X54X56X56X,France,3.0
ANON_76X90X48X48X57X49X49X56X54X57X48X,France,4.0
ANON_76X90X48X48X57X49X49X56X56X54X48X,France,4.0
ANON_76X90X48X48X57X49X49X56X56X54X50X,France,3.0
ANON_76X90X48X48X57X49X49X57X49X49X56X,France,4.0
ANON_76X90X48X48X57X49X49X57X51X48X49X,France,4.0
ANON_76X90X48X48X57X49X49X57X51X48X50X,France,3.0
ANON_76X90X48X48X57X49X49X57X51X56X48X,France,3.0
ANON_76X90X48X48X57X49X49X57X53X52X51X,France,3.0
ANON_76X90X48X48X57X49X49X57X54X51X48X,France,3.0
ANON_76X90X48X48X57X49X49X57X54X51X51X,France,4.0
ANON_76X90X48X48X57X49X49X57X54X53X52X,France,4.0
ANON_76X90X48X48X57X49X49X57X57X54X51X,France,5.0
ANON_76X90X48X48X57X49X50X48X50X52X56X,France,4.0
ANON_76X90X48X48X57X49X50X48X50X53X56X,France,4.0
ANON_76X90X48X48X57X49X50X48X50X54X56X,France,4.0
ANON_76X90X48X48X57X49X50X48X51X55X51X,France,4.0
ANON_76X90X48X48X57X49X50X48X51X56X48X,France,3.0
ANON_76X90X48X48X57X49X50X48X51X57X52X,France,4.0
ANON_76X90X48X48X57X49X50X48X52X53X52X,France,3.0
ANON_76X90X48X48X57X49X50X48X53X53X57X,France,3.0
ANON_76X90X48X48X57X49X50X48X54X52X54X,France,3.0
ANON_76X90X48X48X57X49X50X48X54X54X50X,France,4.0
ANON_76X90X48X48X57X49X50X48X54X54X55X,France,3.0
ANON_76X90X48X48X57X49X50X48X55X51X55X,France,4.0
ANON_76X90X48X48X57X49X50X48X56X51X56X,France,4.0
ANON_76X90X48X48X57X49X50X48X57X51X56X,France,4.0
ANON_76X90X48X48X57X49X50X49X49X51X49X,France,3.0
ANON_76X90X48X48X57X49X50X49X49X51X57X,France,4.0
ANON_76X90X48X48X57X49X50X49X49X52X54X,France,4.0
ANON_76X90X48X48X57X49X50X49X51X50X48X,France,3.0
ANON_76X90X48X48X57X49X50X49X55X48X54X,France,5.0
ANON_76X90X48X48X57X49X50X49X55X49X49X,France,3.0
ANON_76X90X48X48X57X49X50X49X56X56X55X,France,4.0
ANON_76X90X48X48X57X49X50X49X56X57X50X,France,3.0
ANON_76X90X48X48X57X49X50X50X52X50X48X,France,3.0
ANON_76X90X48X48X57X49X50X50X52X53X52X,France,4.0
ANON_76X90X48X48X57X49X50X50X52X57X50X,France,3.0
ANON_76X90X48X48X57X49X50X50X52X57X56X,France,5.0
ANON_76X90X48X48X57X49X50X50X54X54X51X,France,4.0
ANON_76X90X48X48X57X49X50X50X55X54X48X,France,4.0
ANON_76X90X48X48X57X49X50X50X57X55X54X,France,3.0
ANON_76X90X48X48X57X49X50X51X56X57X54X,France,4.0
ANON_76X90X48X48X57X49X50X51X57X50X53X,France,4.0
ANON_76X90X48X48X57X49X50X51X57X50X57X,France,4.0
ANON_76X90X48X48X57X49X50X51X57X51X50X,France,4.0
ANON_76X90X48X48X57X49X50X51X57X51X53X,France,3.0
ANON_76X90X48X48X57X49X50X52X48X50X52X,France,4.0
ANON_76X90X48X48X57X49X50X52X49X48X56X,France,3.0
ANON_76X90X48X48X57X49X50X52X49X49X57X,France,3.0
ANON_76X90X48X48X57X49X50X52X49X52X56X,France,4.0
ANON_76X90X48X48X57X49X50X52X51X54X53X,France,3.0
ANON_76X90X48X48X57X49X50X52X52X56X53X,France,4.0
ANON_76X90X48X48X57X49X50X52X53X50X55X,France,4.0
ANON_76X90X48X48X57X49X50X52X54X48X53X,France,4.0
ANON_76X90X48X48X57X49X50X52X54X48X54X,France,4.0
ANON_76X90X48X48X57X49X50X52X54X49X52X,France,1.0
ANON_76X90X48X48X57X49X50X52X55X49X52X,France,3.0
ANON_76X90X48X48X57X49X50X52X55X50X56X,France,4.0
ANON_76X90X48X48X57X49X50X53X48X48X55X,France,3.0
ANON_76X90X48X48X57X49X50X53X49X57X55X,France,3.0
ANON_76X90X48X48X57X49X50X53X50X48X53X,France,4.0
ANON_76X90X48X48X57X49X50X53X50X51X56X,France,3.0
ANON_76X90X48X48X57X49X50X53X51X52X51X,France,3.0
ANON_76X90X48X48X57X49X50X53X55X54X49X,France,3.0
ANON_76X90X48X48X57X49X50X53X57X55X50X,France,4.0
ANON_76X90X48X48X57X49X50X54X49X54X50X,France,4.0
ANON_76X90X48X48X57X49X50X54X49X54X53X,France,3.0
ANON_76X90X48X48X57X49X50X54X49X55X50X,France,4.0
ANON_76X90X48X48X57X49X50X54X50X55X51X,France,4.0
ANON_76X90X48X48X57X49X50X54X50X55X52X,France,3.0
ANON_76X90X48X48X57X49X50X54X51X51X56X,France,3.0
ANON_76X90X48X48X57X49X50X54X53X55X49X,France,4.0
ANON_76X90X48X48X57X49X50X54X53X56X53X,France,3.0
ANON_76X90X48X48X57X49X50X54X54X54X51X,France,4.0
ANON_76X90X48X48X57X49X50X54X54X55X57X,France,4.0
ANON_76X90X48X48X57X49X50X54X56X51X54X,France,4.0
ANON_76X90X48X48X57X49X50X54X57X52X48X,France,3.0
ANON_76X90X48X48X57X49X50X54X57X53X57X,France,4.0
ANON_76X90X48X48X57X49X50X54X57X54X50X,France,3.0
ANON_76X90X48X48X57X49X50X54X57X54X52X,France,3.0
ANON_76X90X48X48X57X49X50X54X57X54X53X,France,3.0
ANON_76X90X48X48X57X49X50X54X57X54X54X,France,3.0
ANON_76X90X48X48X57X49X50X54X57X54X55X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X49X49X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X49X51X,France,4.0
ANON_76X90X48X48X57X49X50X55X48X49X56X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X49X57X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X50X48X,France,4.0
ANON_76X90X48X48X57X49X50X55X48X50X50X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X50X52X,France,4.0
ANON_76X90X48X48X57X49X50X55X48X50X54X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X50X57X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X51X49X,France,3.0
ANON_76X90X48X48X57X49X50X55X48X52X53X,France,3.0
ANON_76X90X48X48X57X49X50X55X50X50X56X,France,4.0
ANON_76X90X48X48X57X49X50X55X50X52X54X,France,3.0
ANON_76X90X48X48X57X49X50X55X51X57X56X,France,4.0
ANON_76X90X48X48X57X49X50X55X52X49X50X,France,4.0
ANON_76X90X48X48X57X49X50X55X52X50X51X,France,4.0
ANON_76X90X48X48X57X49X50X55X52X54X56X,France,4.0
ANON_76X90X48X48X57X49X50X55X52X54X57X,France,3.0
ANON_76X90X48X48X57X49X50X55X52X55X54X,France,3.0
ANON_76X90X48X48X57X49X50X55X54X49X51X,France,4.0
ANON_76X90X48X48X57X49X50X55X54X49X54X,France,4.0
ANON_76X90X48X48X57X49X50X55X55X48X53X,France,3.0
ANON_76X90X48X48X57X49X50X55X55X49X48X,France,4.0
ANON_76X90X48X48X57X49X50X55X55X51X48X,France,3.0
ANON_76X90X48X48X57X49X50X55X56X57X48X,France,4.0
ANON_76X90X48X48X57X49X50X55X57X53X49X,France,3.0
ANON_76X90X48X48X57X49X50X56X48X49X52X,France,4.0
ANON_76X90X48X48X57X49X50X56X48X56X55X,France,3.0
ANON_76X90X48X48X57X49X50X56X49X50X50X,France,3.0
ANON_76X90X48X48X57X49X50X56X49X50X52X,France,3.0
ANON_76X90X48X48X57X49X50X56X49X57X52X,France,3.0
ANON_76X90X48X48X57X49X50X56X50X48X55X,France,3.0
ANON_76X90X48X48X57X49X50X56X50X50X51X,France,3.0
ANON_76X90X48X48X57X49X50X56X50X50X57X,France,2.0
ANON_76X90X48X48X57X49X50X56X50X53X57X,France,3.0
ANON_76X90X48X48X57X49X50X56X51X50X53X,France,4.0
ANON_76X90X48X48X57X49X50X56X55X51X54X,France,4.0
ANON_76X90X48X48X57X49X50X56X57X51X49X,France,3.0
ANON_76X90X48X48X57X49X50X56X57X51X53X,France,3.0
ANON_76X90X48X48X57X49X50X57X49X51X49X,Luxembourg,3.0
ANON_76X90X48X48X57X49X50X57X49X57X57X,France,4.0
ANON_76X90X48X48X57X49X50X57X50X48X55X,France,3.0
ANON_76X90X48X48X57X49X50X57X50X57X51X,France,4.0
ANON_76X90X48X48X57X49X50X57X50X57X57X,France,4.0
ANON_76X90X48X48X57X49X50X57X52X52X48X,France,4.0
ANON_76X90X48X48X57X49X50X57X52X54X51X,France,4.0
ANON_76X90X48X48X57X49X50X57X52X54X53X,France,3.0
ANON_76X90X48X48X57X49X50X57X54X54X49X,France,3.0
ANON_76X90X48X48X57X49X50X57X55X49X57X,France,4.0
ANON_76X90X48X48X57X49X50X57X55X50X49X,France,3.0
ANON_76X90X48X48X57X49X50X57X55X50X52X,France,4.0
ANON_76X90X48X48X57X49X50X57X55X51X51X,France,3.0
ANON_76X90X48X48X57X49X50X57X55X55X55X,France,4.0
ANON_76X90X48X48X57X49X50X57X56X53X52X,France,3.0
ANON_76X90X48X48X57X49X51X48X48X50X50X,France,3.0
ANON_76X90X48X48X57X49X51X48X48X54X57X,France,4.0
ANON_76X90X48X48X57X49X51X48X49X51X55X,France,3.0
ANON_76X90X48X48X57X49X51X48X49X54X51X,France,3.0
ANON_76X90X48X48X57X49X51X48X50X48X55X,France,4.0
ANON_76X90X48X48X57X49X51X48X50X49X50X,France,3.0
ANON_76X90X48X48X57X49X51X48X51X54X49X,France,4.0
ANON_76X90X48X48X57X49X51X48X52X55X54X,France,4.0
ANON_76X90X48X48X57X49X51X48X53X48X52X,France,3.0
ANON_76X90X48X48X57X49X51X48X53X51X49X,France,3.0
ANON_76X90X48X48X57X49X51X48X53X52X56X,France,4.0
ANON_76X90X48X48X57X49X51X48X54X50X53X,France,3.0
ANON_76X90X48X48X57X49X51X48X54X55X49X,France,2.0
ANON_76X90X48X48X57X49X51X48X55X53X53X,France,4.0
